CAMIS,DBA,BORO,BUILDING,STREET,ZIPCODE,PHONE,CUISINE DESCRIPTION,INSPECTION DATE,ACTION,VIOLATION CODE,VIOLATION DESCRIPTION,CRITICAL FLAG,SCORE,GRADE,GRADE DATE,RECORD DATE,INSPECTION TYPE,LAT,LON
50018950,LUIGIS PIZZERIA,BROOKLYN,326,DEKALB AVE,11205,7187832430,Pizza,10/01/2015,Violations were cited in the following area(s).,10A,"Toilet facility not maintained and provided with toilet paper, waste receptacle and self-closing door.",Not Critical,20,B,10/01/2015,04/09/2018,Cycle Inspection / Re-inspection,40.689638,-73.96537
41650198,HINOMARU RAMEN,QUEENS,3318,DITMARS BOULEVARD,11105,7187770228,Japanese,01/22/2016,Violations were cited in the following area(s).,04H,"Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.",Critical,19,,,04/09/2018,Cycle Inspection / Initial Inspection,40.7748021,-73.90930589999999
41086895,CHIPOTLE MEXICAN GRILL,MANHATTAN,9,WEST   42 STREET,10036,2123546760,Mexican,09/13/2017,Violations were cited in the following area(s).,02G,Cold food item held above 41Âº F (smoked fish and reduced oxygen packaged foods above 38 ÂºF) except during necessary preparation.,Critical,9,A,09/13/2017,04/09/2018,Cycle Inspection / Initial Inspection,40.7539825,-73.981535
41494911,NAPOLI PIZZERIA,STATEN ISLAND,1206,VICTORY BOULEVARD,10301,7187275353,Pizza,03/21/2016,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,19,,,04/09/2018,Cycle Inspection / Initial Inspection,40.6160482,-74.1039296
50002037,CHABBA BBQ/FAMILY GRILL & CUISINE,BROOKLYN,786,CONEY ISLAND AVENUE,11218,9178938844,Indian,03/16/2017,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical,25,,,04/09/2018,Cycle Inspection / Initial Inspection,40.6382322,-73.9688152
40764527,PIZZA PALACE,QUEENS,2929,DITMARS BOULEVARD,11105,7187281060,Pizza,07/29/2015,Violations were cited in the following area(s).,02B,Hot food item not held at or above 140Âº F.,Critical,31,,,04/09/2018,Cycle Inspection / Initial Inspection,40.776487,-73.9107439
40944872,40/40 CLUB,MANHATTAN,6,WEST   25 STREET,10010,2128324040,American,09/08/2015,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical,9,A,09/08/2015,04/09/2018,Cycle Inspection / Re-inspection,40.7430507,-73.989694
41444184,THE AINSWORTH,MANHATTAN,122,WEST   26 STREET,10001,2127410646,American,02/23/2016,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical,13,,,04/09/2018,Cycle Inspection / Initial Inspection,40.7450731,-73.9925985
50062407,CHEERS CUT,QUEENS,8655,BROADWAY,11373,7183355888,Chinese,01/19/2018,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,3,A,01/19/2018,04/09/2018,Cycle Inspection / Initial Inspection,40.7373229,-73.8771249
50017015,AL HORNO LEAN MEXICAN,MANHATTAN,1089,2ND AVE,10022,2125469316,Mexican,07/30/2015,Violations were cited in the following area(s).,06B,"Tobacco use, eating, or drinking from open container in food preparation, food storage or dishwashing area observed.",Critical,13,A,07/30/2015,04/09/2018,Cycle Inspection / Re-inspection,40.7596953,-73.9653141
50040484,ELEMENT HOTEL TIME SQUARE,MANHATTAN,309,W 39TH ST,10018,2126430770,American,08/26/2016,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,9,A,08/26/2016,04/09/2018,Cycle Inspection / Re-inspection,40.7559495,-73.99206110000002
41694845,THE WICKED MONK,BROOKLYN,9510,3 AVENUE,11209,3474975152,American,02/10/2018,Violations were cited in the following area(s).,10I,"Single service item reused, improperly stored, dispensed; not used when required.",Not Critical,9,A,02/10/2018,04/09/2018,Cycle Inspection / Initial Inspection,40.6171149,-74.0339368
50075516,,BROOKLYN,197,KNICKERBOCKER AVE,11237,7186287867,Other,01/01/1900,,,,Not Applicable,,,,04/09/2018,,40.7036939,-73.9265444
41359365,"VIDA BELLA ''NUTRITION CLUB''",QUEENS,3757,103 STREET,11368,9175267734,"Juice, Smoothies, Fruit Salads",08/18/2016,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,2,A,08/18/2016,04/09/2018,Cycle Inspection / Initial Inspection,40.7518293,-73.8634569
41482939,NUEVO SABOR RESTAURANT,MANHATTAN,4032,10 AVENUE,10034,2125671515,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",07/06/2017,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,16,B,07/06/2017,04/09/2018,Cycle Inspection / Re-inspection,40.8694104,-73.9156354
41701282,NEW PEARL OF CHINA,BRONX,2830,MIDDLETOWN ROAD,10461,7186788288,Chinese,03/13/2017,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,7,A,03/13/2017,04/09/2018,Cycle Inspection / Initial Inspection,40.84329719999999,-73.8355575
41607387,"DADA'S COFFEE SHOP",BRONX,2287,WESTCHESTER AVENUE,10462,7184094945,American,04/08/2014,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,12,A,04/08/2014,04/09/2018,Cycle Inspection / Initial Inspection,40.83558490000001,-73.8483578
41522848,"MANNA'S RESTAURANT",MANHATTAN,2353,8 AVENUE,10027,2127499084,Soul Food,04/10/2015,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical,12,A,04/10/2015,04/09/2018,Cycle Inspection / Re-inspection,40.8111432,-73.9508381
50006817,SPIEGEL,MANHATTAN,26,1ST AVE,10009,2122282894,Mediterranean,10/30/2015,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,4,A,10/30/2015,04/09/2018,Cycle Inspection / Initial Inspection,40.7236857,-73.9877463
50040476,161 HOT POT RICE,QUEENS,13335,ROOSEVELT AVE,11354,6462620928,Asian,09/03/2015,Violations were cited in the following area(s).,10H,Proper sanitization not provided for utensil ware washing operation.,Not Critical,30,,,04/09/2018,Pre-permit (Non-operational) / Initial Inspection,40.7588339,-73.8331304
41427023,GREAT WALL CHINESE RESTAURANT,QUEENS,10437,QUEENS BOULEVARD,11375,7182752255,Chinese,04/02/2015,Violations were cited in the following area(s).,08C,Pesticide use not in accordance with label or applicable laws. Prohibited chemical used/stored. Open bait station used.,Not Critical,23,,,04/09/2018,Cycle Inspection / Initial Inspection,40.7237598,-73.8478741
41718673,BAREBURGER,BROOKLYN,145149,COURT ST,11201,3475296673,Hamburgers,12/22/2017,Violations were cited in the following area(s).,08C,Pesticide use not in accordance with label or applicable laws. Prohibited chemical used/stored. Open bait station used.,Not Critical,14,,,04/09/2018,Cycle Inspection / Initial Inspection,40.689161,-73.992623
50034074,BIRDBATH NEIGHBORHOOD GREEN BAKERY,MANHATTAN,274,COLUMBUS AVE,10023,6467226562,American,02/08/2017,Violations were cited in the following area(s).,10I,"Single service item reused, improperly stored, dispensed; not used when required.",Not Critical,13,A,02/08/2017,04/09/2018,Cycle Inspection / Re-inspection,40.778003,-73.97862839999999
40859127,"GOODY'S SPANISH FOOD",STATEN ISLAND,201,PORT RICHMOND AVENUE,10302,7189814650,Spanish,07/15/2014,Violations were cited in the following area(s).,06F,Wiping cloths soiled or not stored in sanitizing solution.,Critical,23,,,04/09/2018,Cycle Inspection / Initial Inspection,40.6362679,-74.1344332
50017049,NEW PANDA RESTAURANT,BRONX,3218,3RD AVE,10451,7182928628,Chinese,05/22/2017,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,11,A,05/22/2017,04/09/2018,Cycle Inspection / Re-inspection,40.8232647,-73.90876999999999
41162227,TEA SHOP 168 & BAKERY,QUEENS,5920,MAIN STREET,11355,7184600689,Chinese,08/25/2016,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilitys food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical,23,B,08/25/2016,04/09/2018,Cycle Inspection / Re-inspection,40.7433057,-73.8259278
40545967,TASTEE CORNER,QUEENS,3020,30 AVENUE,11102,7182747704,American,03/27/2018,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,22,,,04/09/2018,Cycle Inspection / Initial Inspection,40.766832,-73.9217386
41365950,SOCIAL GATHERING PALACE,BRONX,3405,3 AVENUE,10456,6464099448,African,04/21/2016,Violations were cited in the following area(s).,04K,"Evidence of rats or live rats present in facility's food and/or non-food areas.",Critical,11,,,04/09/2018,Cycle Inspection / Initial Inspection,40.8284916,-73.9071854
40424780,MANNA ONE BAKERY,MANHATTAN,27,CATHERINE STREET,10038,2126087551,Bakery,07/20/2017,Violations were cited in the following area(s).,04M,"Live roaches present in facility's food and/or non-food areas.",Critical,26,,,04/09/2018,Cycle Inspection / Initial Inspection,40.7126429,-73.9968312
50017443,CALICO JACKS,MANHATTAN,800,2ND AVE,10017,2125574300,American,05/27/2015,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,14,B,05/27/2015,04/09/2018,Cycle Inspection / Re-inspection,40.74991079999999,-73.9717539
41257282,MASAL CAFE & LOUNGE,BROOKLYN,1901,EMMONS AVENUE,11235,7188917090,Turkish,01/25/2017,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,19,,,04/09/2018,Cycle Inspection / Initial Inspection,40.583865,-73.949116
40390235,"O'FLANAGAN'S",MANHATTAN,1215,1 AVENUE,10065,2124390660,American,05/20/2014,No violations were recorded at the time of this inspection.,,,Not Applicable,,,,04/09/2018,Administrative Miscellaneous / Initial Inspection,40.7637832,-73.9591418
50048304,13106 GRAND EVERGREEN CHINESE RESTAURANT,QUEENS,13106,ROCKAWAY BLVD,11420,7186593948,Chinese,05/04/2016,Violations were cited in the following area(s).,05H,"No facilities available to wash, rinse and sanitize utensils and/or equipment.",Critical,46,,,04/09/2018,Pre-permit (Operational) / Initial Inspection,40.674598,-73.807135
41135075,FUEL,BROOKLYN,1715,SHEEPSHEAD BAY RD,11235,7187433333,American,03/09/2017,Violations were cited in the following area(s).,06F,Wiping cloths soiled or not stored in sanitizing solution.,Critical,7,A,03/09/2017,04/09/2018,Cycle Inspection / Initial Inspection,40.5855668,-73.9513547
50002286,DOTORY,BROOKLYN,353,BROADWAY,11211,7185991399,Korean,03/17/2016,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,12,A,03/17/2016,04/09/2018,Cycle Inspection / Initial Inspection,40.7078374,-73.9556597
50046888,HONG KONG HOUSE,QUEENS,2307,STEINWAY ST,11105,7187777659,Chinese,06/29/2016,Violations were cited in the following area(s).,09B,Thawing procedures improper.,Not Critical,2,A,06/29/2016,04/09/2018,Pre-permit (Operational) / Re-inspection,40.7706167,-73.9082913
41429540,GROUND SUPPORT CAFE,MANHATTAN,399,WEST BROADWAY,10012,2122198722,American,07/28/2015,Violations were cited in the following area(s).,02G,Cold food item held above 41Âº F (smoked fish and reduced oxygen packaged foods above 38 ÂºF) except during necessary preparation.,Critical,7,A,07/28/2015,04/09/2018,Cycle Inspection / Initial Inspection,40.7242595,-74.00184910000002
40399472,OLIVE GARDEN,MANHATTAN,2,TIMES SQUARE,10036,2123333254,Italian,09/24/2015,Violations were cited in the following area(s).,04H,"Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.",Critical,17,,,04/09/2018,Cycle Inspection / Initial Inspection,40.7596814,-73.9847235
