CAMIS,DBA,BORO,BUILDING,STREET,ZIPCODE,PHONE,CUISINE DESCRIPTION,INSPECTION DATE,VIOLATION DESCRIPTION,CRITICAL FLAG,SCORE,LAT,LON
40605862,LICHEE NUT,BROOKLYN,162,MONTAGUE STREET,11201,7185225565,Chinese,04/28/2018,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,34,40.5956351,-74.0001005
40362869,SHASHEMENE INT'L RESTAURANT,BROOKLYN,195,EAST   56 STREET,11203,3474300871,Caribbean,04/28/2018,"Single service item reused, improperly stored, dispensed; not used when required.",Not Critical,11,40.706197,-74.0084896
40548426,SPOLINI'S,QUEENS,11625,METROPOLITAN AVENUE,11418,7188055852,Italian,04/28/2018,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,22,40.748214,-73.988376
40376718,PJ BERNSTEIN DELI & RESTAURANT,MANHATTAN,1215,THIRD AVENUE,10021,2128790914,Delicatessen,04/29/2015,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,16,40.690079,-73.9946415
40365098,FORLINIS RESTAURANT,MANHATTAN,93,BAXTER STREET,10013,2123496779,Italian,04/29/2015,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,26,40.7169079,-73.9994162
40393488,BELLA NAPOLI,MANHATTAN,130,MADISON AVENUE,10016,2126834510,Pizza/Italian,04/29/2015,"The original nutritional fact labels and/or ingredient label for a cooking oil, shortening or margarine or food item sold in bulk, or acceptable manufacturers documentation not maintained on site.",Not Critical,,40.7244893,-74.0057744
40365098,FORLINIS RESTAURANT,MANHATTAN,93,BAXTER STREET,10013,2123496779,Italian,04/29/2015,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,26,40.7288115,-73.9896832
40686822,ALI'S ROTI SHOP,BROOKLYN,337,UTICA AVENUE,11213,5165224875,Caribbean,04/29/2015,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,25,40.7420515,-73.9782107
40661290,AL DI LA,BROOKLYN,248,5 AVENUE,11215,7187834565,Italian,04/29/2015,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,10,40.7495032,-73.8854891
40393561,FAROS RESTAURANT,BROOKLYN,95,CHURCH AVENUE,11218,7184365449,American,04/29/2015,Live roaches present in facility's food and/or non-food areas.,Critical,21,40.7628207,-73.9654135
40393561,FAROS RESTAURANT,BROOKLYN,95,CHURCH AVENUE,11218,7184365449,American,04/29/2015,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,21,40.7628207,-73.9654135
40370507,THE PLAYERS CLUB,MANHATTAN,16,GRAMERCY PARK SOUTH,10003,2124756116,American,04/29/2016,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,20,40.7379551,-73.9868805
40373669,BAR 515,MANHATTAN,515,3 AVENUE,10016,2125323300,American,04/29/2016,Personal cleanliness inadequate. Outer garment soiled with possible contaminant.  Effective hair restraint not worn in an area where food is prepared.,Critical,13,40.7507438,-73.9864799
40654318,BATEAUX NEW YORK,MANHATTAN,62,WEST 23 STREET - CHELSEA PIER,10011,2127277735,American,04/30/2015,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,35,40.6250008,-74.0304542
40576286,ANNA MARIA PIZZA PASTA,BROOKLYN,179,BEDFORD AVENUE,11211,7185994550,Pizza,04/30/2015,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,12,40.6725438,-73.9831879
40392927,NATIONAL RESTAURANT & CATERING,BROOKLYN,273,BRIGHTON BEACH AVE,11235,7186461225,Russian,04/30/2015,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,22,40.7363632,-74.0034562
40635976,LATIN BAKERY,QUEENS,4141,MAIN STREET,11355,7189618900,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",04/30/2015,"Single service item reused, improperly stored, dispensed; not used when required.",Not Critical,13,40.7680676,-73.9552005
40635976,LATIN BAKERY,QUEENS,4141,MAIN STREET,11355,7189618900,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",04/30/2015,Thawing procedures improper.,Not Critical,13,40.7680676,-73.9552005
40376515,AMERICAN MUSEUM OF NATURAL HISTORY FOOD COURT,MANHATTAN,,W 79 STREET,10024,2127695370,American,04/30/2015,Hot food item not held at or above 140Âº F.,Critical,17,40.7838194,-73.9799099
40722206,BLUE & GOLD BAR,MANHATTAN,79,E 7TH ST,10003,2127771006,American,04/30/2016,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,21,40.6614461,-73.8400914
30112340,WENDY'S,BROOKLYN,469,FLATBUSH AVENUE,11225,7182875005,Hamburgers,04/30/2016,''''No Smoking and/or 'Smoking Permitted sign not conspicuously posted. Health warning not present on 'Smoking Permitted,Not Critical,,40.6629144,-73.961721
40393712,SHABU TATSU,MANHATTAN,216,EAST   10 STREET,10003,2124772972,Japanese,04/30/2016,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,13,40.7805229,-73.9586904
40371718,ZAFI'S LUNCHEONETTE,MANHATTAN,500,GRAND STREET,10002,2125332415,American,04/30/2018,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,3,40.6314092,-73.9848489
40402428,DOWN TOWN ASSOCIATION,MANHATTAN,60,PINE STREET,10005,2124221982,American,04/30/2018,"Food not cooled by an approved method whereby the internal product temperature is reduced from 140Âº F to 70Âº F or less within 2 hours, and from 70Âº F to 41Âº F or less within 4 additional hours.",Critical,12,40.7237676,-74.0096509
40400710,IL BUCO RESTAURANT,MANHATTAN,47,BOND STREET,10012,2125331932,Italian,04/30/2018,Wiping cloths soiled or not stored in sanitizing solution.,Critical,24,40.7299553,-73.9880663
40548766,JOE'S SHANGHAI RESTAURANT,MANHATTAN,9,PELL STREET,10013,2122338888,Chinese,04/30/2018,,Not Applicable,,40.743937,-73.922927
40548730,RAY'S PIZZA RESTUARANT,BRONX,553,EAST  138 STREET,10454,7182927855,Pizza,04/30/2018,Pesticide use not in accordance with label or applicable laws. Prohibited chemical used/stored. Open bait station used.,Not Critical,6,40.748214,-73.988376
40399099,STARBUCKS,MANHATTAN,1445,1 AVENUE,10021,2124727784,CafÃ©/Coffee/Tea,04/30/2018,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,2,40.7612996,-73.957797
40389819,AUSTIN HOUSE,QUEENS,7204,AUSTIN STREET,11375,7185442276,American,04/30/2018,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,12,40.7662387,-73.9872728
40367240,CHARLIES SPORTS BAR,QUEENS,4408,60TH ST. - STORE,11377,7184781903,Other,04/30/2018,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,29,40.7710473,-73.9593332
40367240,CHARLIES SPORTS BAR,QUEENS,4408,60TH ST. - STORE,11377,7184781903,Other,04/30/2018,Food contact surface not properly maintained.,Not Critical,29,40.7710473,-73.9593332
40367240,CHARLIES SPORTS BAR,QUEENS,4408,60TH ST. - STORE,11377,7184781903,Other,04/30/2018,"Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.",Critical,29,40.7710473,-73.9593332
40395093,COYOTE UGLY,MANHATTAN,153,FIRST AVENUE,10003,2124774431,American,05/13/2015,"Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.",Critical,20,40.6400009,-73.9872728
40695260,KEW GARDENS CINEMAS,QUEENS,8105,LEFFERTS BOULEVARD,11415,7184413002,American,05/13/2015,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,21,40.6630757,-73.9612013
40669474,THE MANSION GRAND,STATEN ISLAND,141,MANSION AVE,10308,7186059200,American,05/13/2015,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,12,40.6638333,-73.9895684
40369724,MCDONALD'S,QUEENS,10615,71 AVENUE,11375,7187938181,Hamburgers,05/13/2015,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,4,40.7200141,-73.8451156
40625198,KOREAN LOUNGE,QUEENS,0,JFK INTERNATIONAL AIRPOR,11430,7187512030,Korean,05/13/2015,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,5,40.7371881,-73.7781941
40625198,KOREAN LOUNGE,QUEENS,0,JFK INTERNATIONAL AIRPOR,11430,7187512030,Korean,05/13/2015,Accurate thermometer not provided in refrigerated or hot holding equipment.,Not Critical,5,40.7371881,-73.7781941
40363333,TONY'S DELI,QUEENS,1069,WYCKOFF AVENUE,11385,7183867925,Delicatessen,05/13/2015,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,11,40.7517567,-73.975518
40384575,WHITE CASTLE,BROOKLYN,900,PENNSYLVANIA AVENUE,11207,7182721664,Hamburgers,05/13/2015,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,5,40.7572508,-73.9774805
40399090,EUROPA CAFE,MANHATTAN,1177,AVENUE OF THE AMERICAS,10036,2125757272,CafÃ©/Coffee/Tea,05/13/2015,Cold food item held above 41Âº F (smoked fish and reduced oxygen packaged foods above 38 ÂºF) except during necessary preparation.,Critical,8,40.7612996,-73.957797
40659854,MICHAEL'S BAGELS,QUEENS,10827,ASCAN AVENUE,11375,7187935794,Bagels/Pretzels,05/13/2015,Wiping cloths soiled or not stored in sanitizing solution.,Critical,5,40.7621569,-73.9901882
40572494,BURGER KING,QUEENS,3310,ASTORIA BOULEVARD,11103,7186265632,Hamburgers,05/13/2016,Accurate thermometer not provided in refrigerated or hot holding equipment.,Not Critical,7,40.7182001,-73.9978118
40591202,WESTEND LOUNGE,MANHATTAN,955,WEST END AVENUE,10025,2125314759,American,05/13/2016,"Tobacco use, eating, or drinking from open container in food preparation, food storage or dishwashing area observed.",Critical,21,40.7502718,-73.9863524
40363426,LEXLER DELI,MANHATTAN,405,LEXINGTON AVENUE,10174,2126870820,Sandwiches/Salads/Mixed Buffet,05/13/2016,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,8,40.7517567,-73.975518
40736137,STARBUCKS,MANHATTAN,2929,BROADWAY,10025,2129320300,CafÃ©/Coffee/Tea,05/13/2016,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,10,40.753195,-73.973632
40523095,AU BON PAIN,MANHATTAN,625,8 AVENUE,10018,2125025939,Sandwiches/Salads/Mixed Buffet,05/13/2016,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,10,40.7649588,-73.9828743
40545329,BEN'S DELI,MANHATTAN,209,WEST   38 STREET,10018,2123982367,Jewish/Kosher,05/13/2016,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical,11,40.7928665,-73.9726722
40394838,CULLEN'S TAVERN,BRONX,4340,WHITE PLAINS ROAD,10466,3479204009,American,05/14/2015,Food Protection Certificate not held by supervisor of food operations.,Critical,22,40.6115711,-74.0103423
40369461,CAFE UN DEUX TROIS,MANHATTAN,123,WEST   44 STREET,10036,2123544148,French,05/14/2015,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,23,40.647124,-73.8826263
40736140,STARBUCKS,MANHATTAN,125 - 135,EAST  57 STREET,10022,2129351866,CafÃ©/Coffee/Tea,05/14/2015,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,24,40.6913413,-73.9687205
40401060,NAIM KOSHER PIZZA,BROOKLYN,3904,15 AVENUE,11218,7184383569,Jewish/Kosher,05/14/2015,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,16,40.7509853,-73.9802711
40585040,CAFE RAKKA,MANHATTAN,81,ST MARKS PLACE,10003,2129829166,Mediterranean,05/14/2015,Hot food item not held at or above 140Âº F.,Critical,17,40.7532647,-73.9666264
